name,price,type,description,features_result,i_features_result,o_features_result
"113 Wedgewood Trace Lane, La Porte, TX 77571","
            
                USD $357,990 
            
            ",House,"direction::Direction: Traveling from Kemah/Seabrook: Travel Northwest on TX 146, exit Wharton Weems Blvd, stay on feeder road, turn right on Artesia Village Drive. --- Traveling from Baytown: Travel south on TX 146, exit Fairmont Pkwy, stay on feeder road, make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive. --- Traveling from Pasadena: Travel east on TX 225, merge onto TX 146 S toward LaPorte, Exit Fairmont Pkwy, stay on feeder road,	make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        250.56
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                HistoryMaker Homes
            ||Subdivision::
                Artesia Village
            ||Neighbourhoods::Artesia Village||Address::113 Wedgewood Trace Lane, La Porte, TX 77571||",,Water Front::True||
"113 Wedgewood Trace Lane, La Porte, TX 77571","
            
                USD $314,990 
            
            ",House,"direction::Direction: Traveling from Kemah/Seabrook: Travel Northwest on TX 146, exit Wharton Weems Blvd, stay on feeder road, turn right on Artesia Village Drive. --- Traveling from Baytown: Travel south on TX 146, exit Fairmont Pkwy, stay on feeder road, make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive. --- Traveling from Pasadena: Travel east on TX 225, merge onto TX 146 S toward LaPorte, Exit Fairmont Pkwy, stay on feeder road,	make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        189.71
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                HistoryMaker Homes
            ||Subdivision::
                Artesia Village
            ||Neighbourhoods::Artesia Village||Address::113 Wedgewood Trace Lane, La Porte, TX 77571||",,Water Front::True||
"113 Wedgewood Trace Lane, La Porte, TX 77571","
            
                USD $323,990 
            
            ",House,"direction::Direction: Traveling from Kemah/Seabrook: Travel Northwest on TX 146, exit Wharton Weems Blvd, stay on feeder road, turn right on Artesia Village Drive. --- Traveling from Baytown: Travel south on TX 146, exit Fairmont Pkwy, stay on feeder road, make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive. --- Traveling from Pasadena: Travel east on TX 225, merge onto TX 146 S toward LaPorte, Exit Fairmont Pkwy, stay on feeder road,	make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        196.95
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                HistoryMaker Homes
            ||Subdivision::
                Artesia Village
            ||Neighbourhoods::Artesia Village||Address::113 Wedgewood Trace Lane, La Porte, TX 77571||",,Water Front::True||
"136 Majestic Shores Lane, La Porte, TX 77571","
            
                USD $374,257 
            
            ",House,"direction::Direction: Traveling from Kemah/Seabrook: Travel Northwest on TX 146, exit Wharton Weems Blvd, stay on feeder road, turn right on Artesia Village Drive. --- Traveling from Baytown: Travel south on TX 146, exit Fairmont Pkwy, stay on feeder road, make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive. --- Traveling from Pasadena: Travel east on TX 225, merge onto TX 146 S toward LaPorte, Exit Fairmont Pkwy, stay on feeder road,	make U-turn at Wharton Weems Blvd, turn right on Artesia Village Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        250.56
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                HistoryMaker Homes
            ||Subdivision::
                Artesia Village
            ||Neighbourhoods::Artesia Village||Address::136 Majestic Shores Lane, La Porte, TX 77571||",,Water Front::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $617,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        268.77
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $572,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        250.65
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $778,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        375.14
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $618,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        272.86
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $593,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        249.72
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $694,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        346.34
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $766,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        363.99
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $709,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        327.85
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $838,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        407.75
                        
                            m||Rooms::5 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $928,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        439.90
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $800,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        381.74
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $763,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        349.50
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $607,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        275.46
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $697,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        324.14
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $651,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        290.60
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $829,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        401.71
                        
                            m||Rooms::5 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $744,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        328.13
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $657,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        326.37
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 65
            ||Neighbourhoods::Meridiana 65||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $722,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        331.29
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $834,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        383.23
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 80
            ||Neighbourhoods::Meridiana 80||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $840,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        328.41
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $963,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        427.91
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $948,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        376.44
                        
                            m||Rooms::3 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $1,004,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        463.68
                        
                            m||Rooms::5 bedrooms/6 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $894,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        332.41
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $955,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        412.02
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $908,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        370.59
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $1,030,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        439.90
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $880,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        346.16
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $838,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        340.40
                        
                            m||Rooms::4 bedrooms/5 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"4614 Columbus Drive, Manvel, TX 77578","
            
                USD $999,000 
            
            ",House,"direction::Direction: From 288 South, exit Meridiana Parkway/Co Rd 56. Turn left at the stop sign. Continue on Meridiana Parkway, proceeding past Oasis Village, Turn left on North Observation Way, Take a left on Columbus Drive.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        431.35
                        
                            m||Rooms::5 bedrooms/6 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Drees
            ||Subdivision::
                Meridiana 100
            ||Neighbourhoods::Meridiana 100||Address::4614 Columbus Drive, Manvel, TX 77578||",,Pool::True||
"23421 Vineyard Drive, Alvin, TX 77511","
            
                USD $308,990 
            
            ",House,"direction::Direction: From Houston: Head south on TX-288 toward Manvel. Take the exit for TX-6, merging onto the TX-288 Service Rd. Use the left lane to turn onto Hwy 6 N/TX-6 S/Alvin Sugarland Rd. Continue to follow Hwy 6 N/TX-6 S for approximately 6.5 miles. The community entrance will be to your left.From I-45 S: Head southeast on the Gulf Fwy. toward FM-517 E. Turn right onto FM-517 W. Continue on FM-517 for approximately 9.7 miles, then continue as it turns into Dickinson Rd. Turn left toward E Hwy. 6 and make a right onto E Hwy. 6. Continue to follow Hwy. 6 E for approximately 4.5 miles. The community entrance will be to your right.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        173.36
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Anglia Homes LP
            ||Subdivision::
                Martha's Vineyard
            ||Neighbourhoods::Martha's Vineyard||Address::23421 Vineyard Drive, Alvin, TX 77511||",,
"23421 Vineyard Drive, Alvin, TX 77511","
            
                USD $374,990 
            
            ",House,"direction::Direction: From Houston: Head south on TX-288 toward Manvel. Take the exit for TX-6, merging onto the TX-288 Service Rd. Use the left lane to turn onto Hwy 6 N/TX-6 S/Alvin Sugarland Rd. Continue to follow Hwy 6 N/TX-6 S for approximately 6.5 miles. The community entrance will be to your left.From I-45 S: Head southeast on the Gulf Fwy. toward FM-517 E. Turn right onto FM-517 W. Continue on FM-517 for approximately 9.7 miles, then continue as it turns into Dickinson Rd. Turn left toward E Hwy. 6 and make a right onto E Hwy. 6. Continue to follow Hwy. 6 E for approximately 4.5 miles. The community entrance will be to your right.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        239.32
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Anglia Homes LP
            ||Subdivision::
                Martha's Vineyard
            ||Neighbourhoods::Martha's Vineyard||Address::23421 Vineyard Drive, Alvin, TX 77511||",,
"23421 Vineyard Drive, Alvin, TX 77511","
            
                USD $324,990 
            
            ",House,"direction::Direction: From Houston: Head south on TX-288 toward Manvel. Take the exit for TX-6, merging onto the TX-288 Service Rd. Use the left lane to turn onto Hwy 6 N/TX-6 S/Alvin Sugarland Rd. Continue to follow Hwy 6 N/TX-6 S for approximately 6.5 miles. The community entrance will be to your left.From I-45 S: Head southeast on the Gulf Fwy. toward FM-517 E. Turn right onto FM-517 W. Continue on FM-517 for approximately 9.7 miles, then continue as it turns into Dickinson Rd. Turn left toward E Hwy. 6 and make a right onto E Hwy. 6. Continue to follow Hwy. 6 E for approximately 4.5 miles. The community entrance will be to your right.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        192.31
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Anglia Homes LP
            ||Subdivision::
                Martha's Vineyard
            ||Neighbourhoods::Martha's Vineyard||Address::23421 Vineyard Drive, Alvin, TX 77511||",,
"23421 Vineyard Drive, Alvin, TX 77511","
            
                USD $356,990 
            
            ",House,"direction::Direction: From Houston: Head south on TX-288 toward Manvel. Take the exit for TX-6, merging onto the TX-288 Service Rd. Use the left lane to turn onto Hwy 6 N/TX-6 S/Alvin Sugarland Rd. Continue to follow Hwy 6 N/TX-6 S for approximately 6.5 miles. The community entrance will be to your left.From I-45 S: Head southeast on the Gulf Fwy. toward FM-517 E. Turn right onto FM-517 W. Continue on FM-517 for approximately 9.7 miles, then continue as it turns into Dickinson Rd. Turn left toward E Hwy. 6 and make a right onto E Hwy. 6. Continue to follow Hwy. 6 E for approximately 4.5 miles. The community entrance will be to your right.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        228.08
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Anglia Homes LP
            ||Subdivision::
                Martha's Vineyard
            ||Neighbourhoods::Martha's Vineyard||Address::23421 Vineyard Drive, Alvin, TX 77511||",,
