name,price,type,description,features_result,i_features_result,o_features_result
"401 Shootflying Hill Road, Centerville, MA 02632","
            
                USD $694,000 
            
            ",House,direction::Direction: Exit 6 to Shootflying Hill or Great Marsh to Shootflying Hill||,"Property Type::
                        House
                    ||Land Size::
                
                    4,451.55
                    
                        m||Year Built::
                1961
            ||Car Spaces::8||House Size::
                    
                        229.66
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Ranch||Num Floors::1.0||View Types::Water||Provider::
                MA Realty Partners LLC, DBA Keller Williams Realty, Mid Upper Cape Cod
            ||Franchise::
                Keller Williams Realty
            ||County::
                Barnstable
            ||Parcel ID::
                214-005
            ||Neighbourhoods::Barnstable||Address::401 Shootflying Hill Road, Centerville, MA 02632||",Sprinkler System::True||Fire Place::True||Attic::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Lawn::True||Patio::True||Exterior Types::Aluminum Siding||
"20 John Parker Road, East Falmouth, MA 02536","
            
                USD $769,000 
            
            ",Townhouse,direction::Direction: Rt 28 Falmouth to John Parker Road # 20 on left hand side of road SIGN||,"Property Type::
                        Townhouse
                    ||Land Size::
                
                    9,307.78
                    
                        m||Year Built::
                1870
            ||House Size::
                    
                        203.92
                        
                            m||Rooms::6 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                01041-0033
            ||Neighbourhoods::Falmouth||Address::20 John Parker Road, East Falmouth, MA 02536||",Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Lawn::True||
"1376 Old Post Road, Marstons Mills, MA 02648","
            
                USD $949,900 
            
            ",House,"direction::Direction: From Route 28, take Old Post Road South to 1376.||","Property Type::
                        House
                    ||Land Size::
                
                    2,266.24
                    
                        m||Year Built::
                1971
            ||Car Spaces::6||House Size::
                    
                        175.31
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                Today Real Estate inc
            ||County::
                Barnstable
            ||Parcel ID::
                057-013
            ||Neighbourhoods::Barnstable||Address::1376 Old Post Road, Marstons Mills, MA 02648||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Patio::True||
"40 Clayton Circle, Mashpee, MA 02649","
            
                USD $1,300,000 
            
            ",Apartment,"direction::Direction: Mashpee rotary to Route 28E to first right onto Quinaquisset Ave. Follow 1.5 miles to main entrance to Willowbend. Take first left after clubhouse and follow to RE Sales Office, 130 Willowbend Drive||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||Car Spaces::2||House Size::
                    
                        254.09
                        
                            m||Rooms::3 bedrooms/4 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Willowbend Real Estate
            ||County::
                Barnstable
            ||Subdivision::
                Willowbend
            ||Parcel ID::
                63-89-21
            ||Neighbourhoods::Mashpee||Address::40 Clayton Circle, Mashpee, MA 02649||",Sprinkler System::True||Fire Place::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Patio::True||
"75 Old Barnstable Road, East Falmouth, MA 02536","
            
                USD $525,000 
            
            ",House,direction::Direction: Route 28 to Old Barnstable Road.||,"Property Type::
                        House
                    ||Land Size::
                
                    1,942.49
                    
                        m||Year Built::
                1955
            ||House Size::
                    
                        115.01
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1  basement/||Architecture Style::Ranch||Num Floors::1.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                28 01 011 000
            ||Neighbourhoods::Falmouth||Address::75 Old Barnstable Road, East Falmouth, MA 02536||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Deck::True||Lawn::True||Porch::True||
"34 Clayton Circle, Mashpee, MA 02649","
            
                USD $1,045,000 
            
            ",Apartment,direction::Direction: Take right on Sampsons Mill Rt 28 heading from mashpee to hyannis.  Down a few miles on left.||,"Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||Car Spaces::2||House Size::
                    
                        254.09
                        
                            m||Rooms::3 bedrooms/4 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Willowbend Real Estate
            ||County::
                Barnstable
            ||Subdivision::
                Willowbend
            ||Parcel ID::
                063-0089-0000
            ||Neighbourhoods::Mashpee||Address::34 Clayton Circle, Mashpee, MA 02649||",Sprinkler System::True||Fire Place::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Patio::True||
"148 Quinaquisset Avenue, Mashpee, MA 02649","
            
                USD $525,000 
            
            ",House,"direction::Direction: On Falmouth Rd on Rt 28, take the second exit off the roundabout and stay on MA-28 S. Turn right onto Quinaquisset Ave. Destination on the left.||","Property Type::
                        House
                    ||Land Size::
                
                    1,942.49
                    
                        m||Year Built::
                1994
            ||Car Spaces::4||House Size::
                    
                        132.67
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                MA Realty Partners LLC, DBA Keller Williams Realty, Mid Upper Cape Cod
            ||Franchise::
                Keller Williams Realty
            ||County::
                Barnstable
            ||Parcel ID::
                69-171-0
            ||Neighbourhoods::Mashpee||Address::148 Quinaquisset Avenue, Mashpee, MA 02649||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Garden::True||Lawn::True||
"29 Thatcher Holway Road, Marstons Mills, MA 02648","
            
                USD $659,000 
            
            ",House,direction::Direction: Lumbert Mill to Thatcher Holway||,"Property Type::
                        House
                    ||Land Size::
                
                    1,982.96
                    
                        m||Year Built::
                1979
            ||House Size::
                    
                        217.11
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Saltbox||Num Floors::2.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                148-084
            ||Neighbourhoods::Barnstable||Address::29 Thatcher Holway Road, Marstons Mills, MA 02648||",Fire Place::True||Cable Ready::True||Roof Types::Tar and Gravel||Floor Coverings::Hardwood||,Basement::True||Deck::True||Lawn::True||
"206 Cedric Road, Centerville, MA 02632","
            
                USD $465,000 
            
            ",House,direction::Direction: Old Stage to Nottingham to Thistle to Cedric||,"Property Type::
                        House
                    ||Land Size::
                
                    1,902.02
                    
                        m||Year Built::
                1975
            ||House Size::
                    
                        129.14
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1  basement/||Architecture Style::Ranch||Num Floors::1.0||Foreclosure Status::
                REO - Bank Owned
            ||Provider::
                Realty Executives Cape Cod
            ||County::
                Barnstable
            ||Parcel ID::
                148-086
            ||Neighbourhoods::Barnstable||Address::206 Cedric Road, Centerville, MA 02632||",Roof Types::Asphalt||,Basement::True||Lawn::True||
"37 Meadow View Drive, East Falmouth, MA 02536","
            
                USD $599,000 
            
            ",House,"direction::Direction: Rte. 28 To Old Barnstable,Left On Clark,First Right Is Meadow View Drive||","Property Type::
                        House
                    ||Land Size::
                
                    1,902.02
                    
                        m||Year Built::
                1986
            ||House Size::
                    
                        191.94
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1  basement/||Architecture Style::Contemporary||Num Floors::2.0||Provider::
                REMAX Coastal Properties
            ||County::
                Barnstable
            ||Parcel ID::
                28 02 010D 001B
            ||Neighbourhoods::Falmouth||Address::37 Meadow View Drive, East Falmouth, MA 02536||",Sprinkler System::True||Fire Place::True||Attic::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Lawn::True||Patio::True||
"15-C Shellback Way, Mashpee, MA 02649","
            
                USD $438,000 
            
            ",Apartment,direction::Direction: Rte 28 to Shellback Way. First Cul de Sac on right.||,"Property Type::
                        Apartment
                    ||Year Built::
                1983
            ||Car Spaces::4||House Size::
                    
                        140.56
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Robert Paul Properties, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                81-3-15C
            ||Neighbourhoods::Mashpee||Address::15-C Shellback Way, Mashpee, MA 02649||",Fire Place::True||Roof Types::Composition Shingle||Floor Coverings::Carpet||,Basement::True||Deck::True||
"67 Shellback Way, Mashpee, MA 02649","
            
                USD $399,000 
            
            ",Apartment,direction::Direction: From Mashpee rotary take rt 28 for .05 miles take right into Deer Crossing onto Shellback follow to 67K||,"Property Type::
                        Apartment
                    ||Year Built::
                1984
            ||House Size::
                    
                        129.32
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Donahue Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                81-3-67K
            ||Neighbourhoods::Mashpee||Address::67 Shellback Way, Mashpee, MA 02649||",Fire Place::True||Floor Coverings::Carpet||,Basement::True||
"16 North Glen Drive, Mashpee, MA 02649","
            
                USD $2,295,000 
            
            ",House,direction::Direction: Rt. 28 to Quinnaquissett Ave. Left into ''The Glen'' (gated neighborhood).  Straight to #16 on your left.||,"Property Type::
                        House
                    ||Land Size::
                
                    2,023.43
                    
                        m||Year Built::
                2001
            ||Car Spaces::7||House Size::
                    
                        527.60
                        
                            m||Rooms::5 bedrooms/7 bathrooms/1 livingroom/1  basement/||Architecture Style::Contemporary||Num Floors::3.0||Provider::
                Willowbend Real Estate
            ||County::
                Barnstable
            ||Subdivision::
                Willowbend
            ||Parcel ID::
                69-192-0
            ||Neighbourhoods::Mashpee||Address::16 North Glen Drive, Mashpee, MA 02649||",Sprinkler System::True||Fire Place::True||Attic::True||Roof Types::Wood Shingle||Floor Coverings::Carpet||,Basement::True||Lawn::True||Patio::True||Porch::True||
"387 Carriage Shop Road, East Falmouth, MA 02536","
            
                USD $429,000 
            
            ",House,desc::3 Bedroom 2 Bath home in need of total renovation.  A wonderful opportunity to design your dream home. Sited on a spacious lot conveniently located in East Falmouth. Being sold as is.||,"Property Type::
                        House
                    ||Land Size::
                
                    2,549.52
                    
                        m||Year Built::
                1950
            ||House Size::
                    
                        148.27
                        
                            m||Rooms::3 bedrooms/||Architecture Style::Shingle||Provider::
                Engel & Volkers Falmouth
            ||Franchise::
                Engel & Völkers
            ||Address::387 Carriage Shop Road, East Falmouth, MA 02536||",Roof Types::Tar and Gravel||,Lawn::True||
"387 Carriage Shop Road, East Falmouth, MA 02536","
            
                USD $429,000 
            
            ",House,direction::Direction: Route 28 to Fresh Pond Road to 387 Carriage Shop Road on the right.||,"Property Type::
                        House
                    ||Land Size::
                
                    2,549.52
                    
                        m||Year Built::
                1950
            ||Car Spaces::4||House Size::
                    
                        148.27
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1  basement/||Architecture Style::Shingle||Num Floors::2.0||Provider::
                Foley Realty Group, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                2006058001
            ||Neighbourhoods::Falmouth||Address::387 Carriage Shop Road, East Falmouth, MA 02536||",Fire Place::True||Roof Types::Tar and Gravel||Floor Coverings::Laminate||,Basement::True||Lawn::True||
"110 Old Barnstable Road, East Falmouth, MA 02536","
            
                USD $450,000 
            
            ",House,direction::Direction: Rt. 28 to Old Barnstable Rd.||,"Property Type::
                        House
                    ||Land Size::
                
                    971.25
                    
                        m||Year Built::
                1970
            ||Car Spaces::2||House Size::
                    
                        139.54
                        
                            m||Rooms::4 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Moor Realty Group
            ||County::
                Barnstable
            ||Parcel ID::
                28 02 012 016
            ||Neighbourhoods::Falmouth||Address::110 Old Barnstable Road, East Falmouth, MA 02536||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Lawn::True||
"11 Antunes Avenue, Mashpee, MA 02649","
            
                USD $720,000 
            
            ",House,direction::Direction: use GPS||,"Property Type::
                        House
                    ||Land Size::
                
                    2,428.12
                    
                        m||Year Built::
                1994
            ||Car Spaces::2||House Size::
                    
                        131.36
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                The Greene Realty Group
            ||County::
                Barnstable
            ||Parcel ID::
                69-179-0
            ||Neighbourhoods::Mashpee||Address::11 Antunes Avenue, Mashpee, MA 02649||",Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Patio::True||
"20 Aberle Way, Barnstable, MA 02630","
            
                USD $310,000 
            
            ",Land,direction::Direction: exit 6; head north; head east towards Barnstable village; aberle way is on your right.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,046.86
                    
                        m||Architecture Style::Other||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                257/010/001
            ||Neighbourhoods::Barnstable||Address::20 Aberle Way, Barnstable, MA 02630||",,
"47 Pine Valley Drive, East Falmouth, MA 02536","
            
                USD $269,000 
            
            ",Apartment,"direction::Direction: Gifford St to Pine Valley Dr (Briarwood), follow all the way back to #47||","Property Type::
                        Apartment
                    ||Year Built::
                1979
            ||Car Spaces::1||House Size::
                    
                        156.08
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                Donahue Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                34 01 010 062AU
            ||Neighbourhoods::Falmouth||Address::47 Pine Valley Drive, East Falmouth, MA 02536||",Floor Coverings::Carpet||,Basement::True||Lawn::True||
"3687 Falmouth Road, Marstons Mills, MA 02648","
            
                USD $860,000 
            
            ",House,direction::Direction: Falmouth Road between Route 149 and Old Post Road.||,"Property Type::
                        House
                    ||Land Size::
                
                    5,625.14
                    
                        m||Year Built::
                1983
            ||House Size::
                    
                        301.93
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                MA Realty Partners LLC, DBA Keller Williams Realty, Mid Upper Cape Cod
            ||Franchise::
                Keller Williams Realty
            ||County::
                Barnstable
            ||Parcel ID::
                058-038
            ||Neighbourhoods::Barnstable||Address::3687 Falmouth Road, Marstons Mills, MA 02648||",Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Patio::True||
"31 Woodrise Road, Falmouth, MA 02540","
            
                USD $420,000 
            
            ",Apartment,direction::Direction: Route 28 traveling into Falmouth Woodrise is on the right.  Enter complex and the unit is on the right up the hill.||,"Property Type::
                        Apartment
                    ||Land Size::
                
                    101,171.50
                    
                        m||Year Built::
                1973
            ||Car Spaces::2||House Size::
                    
                        117.52
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Num Floors::1.0||Provider::
                Kinlin Grover Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                35 01 010 031U
            ||Neighbourhoods::Falmouth||Address::31 Woodrise Road, Falmouth, MA 02540||",Fire Place::True||Attic::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Garden::True||Lawn::True||Patio::True||Exterior Types::Aluminum Siding||
"70 Cape Drive, Mashpee, MA 02649","
            
                USD $279,900 
            
            ",Apartment,direction::Direction: Rte 28 mashpee to Cape Drive||,"Property Type::
                        Apartment
                    ||Year Built::
                1983
            ||House Size::
                    
                        80.27
                        
                            m||Rooms::2 bedrooms/1 bathroom/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                Margo & Company
            ||County::
                Barnstable
            ||Parcel ID::
                55-12-17C
            ||Neighbourhoods::Mashpee||Address::70 Cape Drive, Mashpee, MA 02649||",Roof Types::Asphalt||Floor Coverings::Vinyl||,Basement::True||Deck::True||
"2440 Main Street, Barnstable, MA 02668","
            
                USD $1,300,000 
            
            ",House,direction::Direction: Route 6A in Barnstable Village and head West. Property on Right. #2440.||,"Property Type::
                        House
                    ||Land Size::
                
                    3,116.08
                    
                        m||Year Built::
                1830
            ||Car Spaces::8||House Size::
                    
                        259.20
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                Gibson Sotheby's International Realty
            ||County::
                Barnstable
            ||Parcel ID::
                257-001
            ||Neighbourhoods::Barnstable||Address::2440 Main Street, Barnstable, MA 02668||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Tile||,Basement::True||Lawn::True||Porch::True||
"31 acadia Drive, Marstons Mills, MA 02648","
            
                USD $749,900 
            
            ",House,direction::Direction: rt 28 to acida||,"Property Type::
                        House
                    ||Land Size::
                
                    4,046.86
                    
                        m||Year Built::
                2014
            ||House Size::
                    
                        222.97
                        
                            m||Rooms::5 bedrooms/6 bathrooms/1  basement/||Architecture Style::Contemporary||Num Floors::2.0||Provider::
                Clockhouse Realty
            ||County::
                Barnstable
            ||Parcel ID::
                0000
            ||Neighbourhoods::Barnstable||Address::31 acadia Drive, Marstons Mills, MA 02648||",Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Lawn::True||Pool::True||
"381 old Falmouth Road, Barnstable, MA 02630","
            
                USD $229,900 
            
            ",Other,direction::Direction: 28 to flint to old falmouth rd||,"Property Type::
                        Other
                    ||Year Built::
                1987
            ||House Size::
                    
                        9.29
                        
                            m||Architecture Style::Other||Num Floors::2.0||Provider::
                Clockhouse Realty
            ||County::
                Barnstable
            ||Parcel ID::
                123-003-oan
            ||Neighbourhoods::Barnstable||Address::381 old Falmouth Road, Barnstable, MA 02630||",Floor Coverings::Concrete||,
"70 Cape Drive, Mashpee, MA 02649","
            
                USD $229,900 
            
            ",Apartment,direction::Direction: Rt 28 to Cape Drive. Unit is the last driveway on left||,"Property Type::
                        Apartment
                    ||Year Built::
                1983
            ||House Size::
                    
                        80.27
                        
                            m||Rooms::2 bedrooms/1 bathroom/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                Robert Paul Properties, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                55-12-13C
            ||Neighbourhoods::Mashpee||Address::70 Cape Drive, Mashpee, MA 02649||",Floor Coverings::Tile||,Basement::True||Deck::True||Lawn::True||
"1799 Service Road, West Barnstable, MA 02668","
            
                USD $379,900 
            
            ",Land,direction::Direction: Exit 5 to left on service rd. Property is between exit 6 and 5.||,"Property Type::
                        Land
                    ||Land Size::
                
                    12,342.92
                    
                        m||Architecture Style::Other||Provider::
                SMP Realty Development Co. LLC
            ||County::
                Barnstable
            ||Parcel ID::
                194-008-W02
            ||Neighbourhoods::Barnstable||Address::1799 Service Road, West Barnstable, MA 02668||",,
"2286 Main Street, Barnstable, MA 02630","
            
                USD $500,000 
            
            ",House,"direction::Direction: From Rt 6, take old exit 6 to Rt 132, North on 132 to 6A, right on RT 6A.  Home is on the left.||","Property Type::
                        House
                    ||Land Size::
                
                    4,006.39
                    
                        m||Year Built::
                1964
            ||House Size::
                    
                        80.27
                        
                            m||Rooms::3 bedrooms/1 bathroom/1  basement/||Architecture Style::Other||Num Floors::1.0||View Types::Water||Provider::
                REMAX Coastal Properties
            ||County::
                Barnstable
            ||Parcel ID::
                237-014
            ||Neighbourhoods::Barnstable||Address::2286 Main Street, Barnstable, MA 02630||",Fire Place::True||Floor Coverings::Carpet||,Basement::True||Deck::True||Lawn::True||
"143 Brick Kiln Road, East Falmouth, MA 02536","
            
                USD $399,000 
            
            ",House,direction::Direction: Route 28 to Brick Kiln Road to #143.||,"Property Type::
                        House
                    ||Land Size::
                
                    930.78
                    
                        m||Year Built::
                1930
            ||Car Spaces::7||House Size::
                    
                        83.06
                        
                            m||Rooms::2 bedrooms/1 bathroom/1 livingroom/1  basement/||Architecture Style::Ranch||Num Floors::1.0||Provider::
                Rand Atlantic Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                34 05 001 001
            ||Neighbourhoods::Falmouth||Address::143 Brick Kiln Road, East Falmouth, MA 02536||",Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Lawn::True||Porch::True||
"102 Lovell's Lane, Marstons Mills, MA 02648","
            
                USD $709,900 
            
            ",House,direction::Direction: Rt 149 to Lovell's Lane.||,"Property Type::
                        House
                    ||Land Size::
                
                    6,717.79
                    
                        m||Year Built::
                1971
            ||House Size::
                    
                        105.91
                        
                            m||Rooms::3 bedrooms/1 bathroom/1 livingroom/1  basement/||Architecture Style::Ranch||Num Floors::2.0||Provider::
                Stonewater Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                7615-0286
            ||Neighbourhoods::Barnstable||Address::102 Lovell's Lane, Marstons Mills, MA 02648||",Attic::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||
"2 Daffodil Lane, Barnstable, MA 02630","
            
                USD $1,499,000 
            
            ",House,"direction::Direction: Route 6A to Daffodil Lane, Barnstable.  Follow to yard sign. Take right at yard sign up gravel driveway extension to circular driveway.Address for GPS purposes is: 2294 Main St. W. Barnstable||","Property Type::
                        House
                    ||Land Size::
                
                    4,046.86
                    
                        m||Year Built::
                2000
            ||Car Spaces::4||House Size::
                    
                        298.22
                        
                            m||Rooms::5 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||View Types::Water||Provider::
                Robert Paul Properties, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                237-017-002
            ||Neighbourhoods::Barnstable||Address::2 Daffodil Lane, Barnstable, MA 02630||",Fire Place::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||Lawn::True||Patio::True||Porch::True||
"14 Jamie Lane, East Falmouth, MA 02536","
            
                USD $549,000 
            
            ",House,direction::Direction: Sandwich Rd to Brick Kiln Rd to Jamie Ln||,"Property Type::
                        House
                    ||Land Size::
                
                    1,052.18
                    
                        m||Year Built::
                1972
            ||House Size::
                    
                        151.62
                        
                            m||Rooms::4 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Ranch||Num Floors::2.0||Provider::
                MA Realty Partners LLC, DBA Keller Williams Realty, Mid Upper Cape Cod
            ||Franchise::
                Keller Williams Realty
            ||County::
                Barnstable
            ||Parcel ID::
                27 06 019 006
            ||Neighbourhoods::Falmouth||Address::14 Jamie Lane, East Falmouth, MA 02536||",Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Garden::True||Lawn::True||
"757 Old Falmouth Road, Marstons Mills, MA 02648","
            
                USD $665,000 
            
            ",House,direction::Direction: Rt 28 to Osterville-Barnstable Rd right on Old Falmouth Rd||,"Property Type::
                        House
                    ||Land Size::
                
                    2,792.33
                    
                        m||Year Built::
                1985
            ||House Size::
                    
                        211.91
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                exp Realty, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                149-043
            ||Neighbourhoods::Barnstable||Address::757 Old Falmouth Road, Marstons Mills, MA 02648||",Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Deck::True||
"1767 Service Road, West Barnstable, MA 02668","
            
                USD $149,000 
            
            ",Land,direction::Direction: Located between exit 5 and 6 off of route 6 on the service road.||,"Property Type::
                        Land
                    ||Land Size::
                
                    5,625.14
                    
                        m||Architecture Style::Other||Provider::
                Robert F. Bono Real Estate
            ||County::
                Barnstable
            ||Parcel ID::
                194-009
            ||Neighbourhoods::Barnstable||Address::1767 Service Road, West Barnstable, MA 02668||",,
"744 Old Falmouth aka 20 Wendy Way Road, Marstons Mills, MA 02648","
            
                USD $189,900 
            
            ",Land,direction::Direction: Old Stage Road to Old Falmouth Road.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,127.80
                    
                        m||Architecture Style::Other||Provider::
                Craigville Realty Co
            ||County::
                Barnstable
            ||Parcel ID::
                0045
            ||Neighbourhoods::Barnstable||Address::744 Old Falmouth aka 20 Wendy Way Road, Marstons Mills, MA 02648||",,
"11 Cape Drive, Mashpee, MA 02649","
            
                USD $1,599,000 
            
            ",Other,direction::Direction: Take Route 28 to Cape Drive.||,"Property Type::
                        Other
                    ||Land Size::
                
                    2,589.99
                    
                        m||Year Built::
                1985
            ||House Size::
                    
                        711.27
                        
                            m||Architecture Style::Other||Num Floors::2.0||Provider::
                Commercial Realty Advisors, Inc.
            ||County::
                Barnstable
            ||Parcel ID::
                55-19-0
            ||Neighbourhoods::Mashpee||Address::11 Cape Drive, Mashpee, MA 02649||",,
"85 Leather Leaf Lane, Mashpee, MA 02649","
            
                USD $550,000 
            
            ",House,direction::Direction: Route 151 to Old Barnstable to Leather Leaf||,"Property Type::
                        House
                    ||Land Size::
                
                    2,711.40
                    
                        m||Year Built::
                1989
            ||House Size::
                    
                        134.15
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                MA Realty Partners LLC, DBA Keller Williams Realty, Mid Upper Cape Cod
            ||Franchise::
                Keller Williams Realty
            ||County::
                Barnstable
            ||Parcel ID::
                79-48-0
            ||Neighbourhoods::Mashpee||Address::85 Leather Leaf Lane, Mashpee, MA 02649||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Tile||,Basement::True||Deck::True||Lawn::True||
"4 Minton Lane, West Barnstable, MA 02668","
            
                USD $749,900 
            
            ",House,direction::Direction: Oak Street to Great Hill Drive to Minton Lane||,"Property Type::
                        House
                    ||Land Size::
                
                    4,046.86
                    
                        m||Year Built::
                1997
            ||House Size::
                    
                        188.04
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1  basement/||Architecture Style::Colonial||Num Floors::2.0||Provider::
                Compass Massachusetts, LLC
            ||County::
                Barnstable
            ||Parcel ID::
                174-007-006
            ||Neighbourhoods::Barnstable||Address::4 Minton Lane, West Barnstable, MA 02668||",Sprinkler System::True||Fire Place::True||Attic::True||Roof Types::Composition Shingle||Floor Coverings::Carpet||,Basement::True||Deck::True||Garden::True||Lawn::True||Patio::True||
"6 Meredith Drive, East Falmouth, MA 02536","
            
                USD $499,900 
            
            ",House,direction::Direction: Sandwich Rd to Tanglewood Dr to Meredith Dr||,"Property Type::
                        House
                    ||Land Size::
                
                    1,011.72
                    
                        m||Year Built::
                1973
            ||Car Spaces::4||House Size::
                    
                        181.16
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/1  basement/||Architecture Style::Ranch||Num Floors::2.0||Provider::
                Monarch Realty Group
            ||County::
                Barnstable
            ||Parcel ID::
                27 06 030 011
            ||Neighbourhoods::Falmouth||Address::6 Meredith Drive, East Falmouth, MA 02536||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Deck::True||
"4698 Falmouth Road, Cotuit, MA 02635","
            
                USD $1,195,000 
            
            ",House,direction::Direction: Located on the corner of Route 28 and Route 130 in Cotuit. #4698||,"Property Type::
                        House
                    ||Land Size::
                
                    7,689.03
                    
                        m||Year Built::
                1739
            ||Car Spaces::10||House Size::
                    
                        381.83
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1  basement/||Architecture Style::Colonial||Num Floors::2.0||Provider::
                C/B Residential Brokerage
            ||County::
                Barnstable
            ||Parcel ID::
                010-007
            ||Neighbourhoods::Barnstable||Address::4698 Falmouth Road, Cotuit, MA 02635||",Fire Place::True||Attic::True||Cable Ready::True||Roof Types::Asphalt||Floor Coverings::Hardwood||,Basement::True||Garden::True||Lawn::True||Patio::True||
