name,price,type,description,features_result,i_features_result,o_features_result
"1 Charter Oak Lane, Saline, MI 48176","
            
                USD $135,000 
            
            ",Land,"direction::Direction: Charter Oak Estates is South off Willis Rd., West of Moon Rd. First lot on the left.||","Property Type::
                        Land
                    ||Land Size::
                
                    4,815.76
                    
                        m||Architecture Style::Other||Provider::
                Casablanca Real Estate LLC
            ||County::
                Washtenaw
            ||Parcel ID::
                S-19-08-105-001
            ||Neighbourhoods::Saline||Address::1 Charter Oak Lane, Saline, MI 48176||",,
"79750 North Avenue, Armada Township, MI 48005","
            
                USD $349,000 
            
            ",House,"desc::Welcome to Armada and this fantastic home waiting for a new family! A private pond stocked full of sunfish and perch with waterfall out back, secluded feelings when looking out the windows and in the yard, tons of privacy, and room to store your toys in the pole barn (35Lx24W) await you! In the 2.25 acres you'll have this wonderful 4 bedroom home offering 1.1 bathrooms and plenty of space for a family and entertaining. Inside the home you have a new iron removal system, massive brick fireplace, two closets in the master bedroom and a reverse osmosis system filtering water to the kitchen sink and refrigerator! Great neighbors, plenty of guest parking, heated and cooled pole barn with loft and 220, can all be yours! Schedule your showing today!||","Property Type::
                        House
                    ||Land Size::
                
                    9,429.18
                    
                        m||Year Built::
                1976
            ||House Size::
                    
                        211.26
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::79750 North Avenue, Armada Township, MI 48005||",,
"679 Allen Rd, Milan, MI 48160","
            
                USD $169,100 
            
            ",House,,"Property Type::
                        House
                    ||House Size::
                    
                        90.86
                        
                            m||Rooms::3 bedrooms/1 bathroom/||Architecture Style::Other||Provider::
                Bang Realty
            ||Address::679 Allen Rd, Milan, MI 48160||",,
"410 Brighton Street, Brighton, MI 48116","
            
                USD $135,000 
            
            ",House,"direction::Direction: Grand River to west on Main St, south on 7th St to Livingston St to left on Brighton St||","Property Type::
                        House
                    ||Land Size::
                
                    890.31
                    
                        m||Year Built::
                1954
            ||House Size::
                    
                        80.27
                        
                            m||Rooms::3 bedrooms/1 bathroom/1  basement/||Architecture Style::Ranch||Num Floors::1.0||Provider::
                Keller Williams Realty-Brighton
            ||Franchise::
                Keller Williams Realty
            ||County::
                Livingston
            ||Subdivision::
                MORGAN PARK
            ||Parcel ID::
                1831101083
            ||Neighbourhoods::Brighton||Address::410 Brighton Street, Brighton, MI 48116||",Cable Ready::True||Wired::True||Roof Types::Asphalt||,Basement::True||Exterior Types::Aluminum Siding||
"9003 York Crest Drive, Saline, MI 48176","
            
                USD $155,000 
            
            ",Land,direction::Direction: Willis Rd just west of Moon Rd.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,613.42
                    
                        m||Architecture Style::Other||Provider::
                Varsity Group Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                19081000039
            ||Neighbourhoods::Saline||Address::9003 York Crest Drive, Saline, MI 48176||",,
"9002 York Crest Drive, Saline, MI 48176","
            
                USD $155,000 
            
            ",Land,direction::Direction: Willis Rd just west of Moon Rd.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,694.36
                    
                        m||Architecture Style::Other||Provider::
                Varsity Group Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                19081000040
            ||Neighbourhoods::Saline||Address::9002 York Crest Drive, Saline, MI 48176||",,
"9035 York Crest Dr, Saline, MI 48176","
            
                USD $155,000 
            
            ",Land,"desc::One of the few 1 acre lots in Saline where you can use your own builder to build your dream home. Beautiful new Saline subdivision (7 lots) in area of prestigious homes. Low York Twp taxes. Peaceful, country setting. Paved public road. Minutes to downtown Saline, expressways and Ann Arbor for dining and shopping. Realtor is owner. Peaceful, country setting.  Minutes to downtown Saline, expressways and Ann Arbor for dining and shopping. Award-winning Saline Schools. Country living at its best!  Realtor is owner.||","Property Type::
                        Land
                    ||Land Size::
                
                    4,046.86
                    
                        m||Architecture Style::Other||Provider::
                Varsity Group Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                1908100040
            ||Neighbourhoods::Saline||Address::9035 York Crest Dr, Saline, MI 48176||",,
"7879 Biscayne Way, Saline, MI 48176","
            
                USD $490,000 
            
            ",House,"direction::Direction: Off Bemis Rd. between Moon Rd. and S, Industrial||","Property Type::
                        House
                    ||Land Size::
                
                    3,035.15
                    
                        m||Year Built::
                2022
            ||House Size::
                    
                        227.61
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Guenther Homes, Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Saline||Address::7879 Biscayne Way, Saline, MI 48176||",Floor Coverings::Carpet||,Basement::True||Exterior Types::Brick||
"7937 Biscayne Way, Saline, MI 48176","
            
                USD $446,000 
            
            ",House,direction::Direction: Off Bemis Rd. between Moon and S. Industrial||,"Property Type::
                        House
                    ||Land Size::
                
                    3,884.99
                    
                        m||Year Built::
                2022
            ||House Size::
                    
                        167.23
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Guenther Homes, Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Saline||Address::7937 Biscayne Way, Saline, MI 48176||",Floor Coverings::Carpet||,Basement::True||Exterior Types::Brick||
"212 Sean Street #74, Brighton, MI 48116","
            
                USD $375,514 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::2||House Size::
                    
                        139.26
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::212 Sean Street #74, Brighton, MI 48116||",,
"200 Sean Street #77, Brighton, MI 48116","
            
                USD $360,167 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::2||House Size::
                    
                        139.26
                        
                            m||Rooms::2 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::200 Sean Street #77, Brighton, MI 48116||",,
"202 Katie Lane #49, Brighton, MI 48116","
            
                USD $311,545 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::1||House Size::
                    
                        110.00
                        
                            m||Rooms::2 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::202 Katie Lane #49, Brighton, MI 48116||",,
"504 Anne Avenue #67, Brighton, MI 48116","
            
                USD $363,035 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::2||House Size::
                    
                        139.26
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::504 Anne Avenue #67, Brighton, MI 48116||",,
"575 Jenny Way, Brighton, MI 48116","
            
                USD $334,990 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::2||House Size::
                    
                        139.26
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::575 Jenny Way, Brighton, MI 48116||",,
"575 Jenny Way, Brighton, MI 48116","
            
                USD $290,990 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::1||House Size::
                    
                        110.00
                        
                            m||Rooms::2 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::575 Jenny Way, Brighton, MI 48116||",,
"575 Jenny Way, Brighton, MI 48116","
            
                USD $329,990 
            
            ",Townhouse,"direction::Direction: Now Selling! Furnished Model and Information Center open daily.  Community located on N East Street, just 1 block east of W Grand River Avenue.||","Property Type::
                        Townhouse
                    ||Car Spaces::2||House Size::
                    
                        139.26
                        
                            m||Rooms::2 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::3.0||Provider::
                Robertson Homes
            ||Subdivision::
                Conely Square
            ||Neighbourhoods::Conely Square||Address::575 Jenny Way, Brighton, MI 48116||",,
"937 Alpine Ct, Brighton, MI 48116","
            
                USD $339,900 
            
            ",Townhouse,"desc::Walking distance to city center, This home is on a cul-de-sa with mature trees. Please contact Broker to view property or email a request with the time and your office information. Happy Sales.||","Property Type::
                        Townhouse
                    ||Year Built::
                1986
            ||House Size::
                    
                        143.44
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1 livingroom/1  basement/||Architecture Style::Other||Num Floors::2.0||Year Updated::1986||Provider::
                First Security Trust Realty LLC
            ||Subdivision::
                Fairway Trails Sub 4
            ||Parcel ID::
                1831306200
            ||Address::937 Alpine Ct, Brighton, MI 48116||",Fire Place::True||Roof Types::Asphalt||Floor Coverings::Carpet||,Basement::True||Exterior Types::Brick||
"9504 Tuttlehill Road, Maybee, MI 48159","
            
                USD $549,900 
            
            ",House,direction::Direction: Plank to Ostrander to Tuttlehill||,"Property Type::
                        House
                    ||Land Size::
                
                    59,731.66
                    
                        m||Year Built::
                2018
            ||House Size::
                    
                        343.74
                        
                            m||Rooms::5 bedrooms/4 bathrooms/||Architecture Style::Other||Provider::
                Proper Property Services, Inc
            ||County::
                Monroe
            ||Parcel ID::
                10-033-005-00
            ||Neighbourhoods::Bal Of Monroe||Address::9504 Tuttlehill Road, Maybee, MI 48159||",Celling Fan::True||Fire Place::True||Floor Coverings::Laminate||,Exterior Types::Vinyl Siding||
"7884 Biscayne Way, Saline, MI 48176","
            
                USD $514,885 
            
            ",House,direction::Direction: Off Bemis Rd. between Moon Rd. and S. Industrial||,"Property Type::
                        House
                    ||Land Size::
                
                    3,035.15
                    
                        m||Year Built::
                2022
            ||House Size::
                    
                        283.35
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Guenther Homes, Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Saline||Address::7884 Biscayne Way, Saline, MI 48176||",Celling Fan::True||Fire Place::True||Hot Tub Spa::True||Floor Coverings::Carpet||,Basement::True||Exterior Types::Brick||
"1402 Magellan Drive, Chelsea, MI 48118","
            
                USD $399,900 
            
            ",Apartment,direction::Direction: North on M-52 to Old Manchester road. Go West on Coliseum Dr to Bristol.||,"Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        144.93
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Provider::
                Resource Realty Group
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Chelsea||Address::1402 Magellan Drive, Chelsea, MI 48118||",,Exterior Types::Stone||
"1414 Magellan Drive, Chelsea, MI 48118","
            
                USD $399,900 
            
            ",Apartment,direction::Direction: North on M-52 to Old Manchester road. Go West on Coliseum Dr to Bristol.||,"Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        144.93
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Provider::
                Resource Realty Group
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Chelsea||Address::1414 Magellan Drive, Chelsea, MI 48118||",,Exterior Types::Stone||
"1406 Magellan Drive, Chelsea, MI 48118","
            
                USD $399,900 
            
            ",Apartment,direction::Direction: North on M-52 to Old Manchester road. Go West on Coliseum Dr to Bristol.||,"Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        144.93
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Provider::
                Resource Realty Group
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Chelsea||Address::1406 Magellan Drive, Chelsea, MI 48118||",,Exterior Types::Stone||
"1410 Magellan Drive, Chelsea, MI 48118","
            
                USD $399,900 
            
            ",Apartment,direction::Direction: North on M-52 to Old Manchester road. Go West on Coliseum Dr to Bristol.||,"Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        144.93
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Provider::
                Resource Realty Group
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Chelsea||Address::1410 Magellan Drive, Chelsea, MI 48118||",,Exterior Types::Stone||
"1418 Magellan Drive, Chelsea, MI 48118","
            
                USD $399,900 
            
            ",Apartment,direction::Direction: North on M-52 to Old Manchester road. Go West on Coliseum Dr to Bristol.||,"Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        144.93
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Provider::
                Resource Realty Group
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Chelsea||Address::1418 Magellan Drive, Chelsea, MI 48118||",,Exterior Types::Stone||
"0 Six Mile Road, Northville, MI 48168","
            
                USD $849,900 
            
            ",Land,direction::Direction: Six Mile Rd between stonegate & currie rd||,"Property Type::
                        Land
                    ||Land Size::
                
                    144,918.06
                    
                        m||Architecture Style::Other||Provider::
                Resource Realty Group
            ||County::
                Washtenaw
            ||Parcel ID::
                A-01-10-300-012
            ||Neighbourhoods::South Lyon Cmty||Address::0 Six Mile Road, Northville, MI 48168||",,
"9034 York Crest Drive, Saline, MI 48176","
            
                USD $155,000 
            
            ",Land,direction::Direction: Willis Rd just west of Moon Rd.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,613.42
                    
                        m||Architecture Style::Other||Provider::
                Varsity Group Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                19081000044
            ||Neighbourhoods::Saline||Address::9034 York Crest Drive, Saline, MI 48176||",,
"1294 Justine Way, Saline, MI 48176","
            
                USD $574,000 
            
            ",House,direction::Direction: Off Bemis Rd. between Moon Rd. and S. Industrial||,"Property Type::
                        House
                    ||Land Size::
                
                    3,035.15
                    
                        m||Year Built::
                2022
            ||House Size::
                    
                        283.35
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Guenther Homes, Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Saline||Address::1294 Justine Way, Saline, MI 48176||",Hot Tub Spa::True||Floor Coverings::Carpet||,Basement::True||Exterior Types::Brick||
"7800 Biscayne Way, Saline, MI 48176","
            
                USD $603,720 
            
            ",House,direction::Direction: Off Bemis Rd. between Moon Rd. and S. Industrial||,"Property Type::
                        House
                    ||Land Size::
                
                    3,035.15
                    
                        m||Year Built::
                2022
            ||House Size::
                    
                        283.35
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Guenther Homes, Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Saline||Address::7800 Biscayne Way, Saline, MI 48176||",Celling Fan::True||Fire Place::True||Hot Tub Spa::True||Floor Coverings::Carpet||,Basement::True||Exterior Types::Brick||
"12650 Elk Ridge Crossings, Lot 2, Holly, MI 48442","
            
                USD $64,900 
            
            ",Land,desc::Build your dream home in this exclusive subdivision! Tons of lots available. Gorgeous country setting! Only $350/year HOA.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,613.42
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12650 Elk Ridge Crossings, Lot 2, Holly, MI 48442||",,
"12665 Elk Ridge Crossings, Lot 48, Holly, MI 48442","
            
                USD $64,900 
            
            ",Land,desc::Build your dream home in the exclusive Elk Ridge Preserve subdivision! Several gorgeous lots available. HOA only $400/year.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,734.83
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12665 Elk Ridge Crossings, Lot 48, Holly, MI 48442||",,
"12670 Elk Ridge Crossing, Lot 4, Holly, MI 48442","
            
                USD $64,900 
            
            ",Land,"desc::Build your dream home in the beautiful Elk Ridge Preserve subdivision in Groveland Township. Gorgeous setting. Several 1 acre lots available. Wooded, private. paved road, HOA is only $350/year.||","Property Type::
                        Land
                    ||Land Size::
                
                    4,046.86
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12670 Elk Ridge Crossing, Lot 4, Holly, MI 48442||",,
"7809 Biscayne Way, Saline, MI 48176","
            
                USD $801,137 
            
            ",House,direction::Direction: Off Bemis Rd. between Moon Rd. and S. Industrial||,"Property Type::
                        House
                    ||Land Size::
                
                    3,035.15
                    
                        m||Year Built::
                2022
            ||House Size::
                    
                        433.67
                        
                            m||Rooms::5 bedrooms/6 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Guenther Homes, Inc.
            ||County::
                Washtenaw
            ||Parcel ID::
                NEW OR UNDER CONSTRUCTION
            ||Neighbourhoods::Saline||Address::7809 Biscayne Way, Saline, MI 48176||",Celling Fan::True||Fire Place::True||Hot Tub Spa::True||Mother In Law::True||,Basement::True||Exterior Types::Brick||
"12690 Elk Ridge Crossings, Lot 6, Holly, MI 48442","
            
                USD $64,900 
            
            ",Land,"desc::Beautiful 1 acre lot in the exclusive Elk Ridge Crossing subdivision in Holly. Rolling hills, gorgeous surrounding homes! Perfect spot to build your new dream home. The lot is owned by a builder who can guide you through the building process!||","Property Type::
                        Land
                    ||Land Size::
                
                    4,046.86
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12690 Elk Ridge Crossings, Lot 6, Holly, MI 48442||",,
"12675 Meadow View Circle, Lot 47, Holly, MI 48442","
            
                USD $64,900 
            
            ",Land,desc::Build your dream home in the exclusive Elk Ridge Preserve subdivision in Holly. Several gorgeous lots for sale. HOA only $400/year. Owner is also a builder.||,"Property Type::
                        Land
                    ||Land Size::
                
                    4,168.27
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12675 Meadow View Circle, Lot 47, Holly, MI 48442||",,
"12695 Meadow View Circle, Lot 45, Holly, MI 48442","
            
                USD $59,900 
            
            ",Land,desc::Build your dream home in the exclusive Elk Ridge Preserve subdivision! Several gorgeous lots available. HOA only $350/year.||,"Property Type::
                        Land
                    ||Land Size::
                
                    5,179.98
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12695 Meadow View Circle, Lot 45, Holly, MI 48442||",,
"12830 Elk Run Parkway, lot 20, Holly, MI 48442","
            
                USD $69,900 
            
            ",Land,"desc::Build your dream home on this beautiful 1.7 acre lot in Elk Ridge Preserve subdivision in Groveland Township! Gorgeous setting, private, paved road, HOAs only $350/year.||","Property Type::
                        Land
                    ||Land Size::
                
                    6,879.66
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12830 Elk Run Parkway, lot 20, Holly, MI 48442||",,
"12840 Elk Run Parkway, Lot 21, Holly, MI 48442","
            
                USD $69,900 
            
            ",Land,"desc::Build your dream home on this beautiful 1.7 acre lot tucked away in the gorgeous Elk Ridge Preserve subdivision. Private location toward the back of the subdivision, on a cul de sac.||","Property Type::
                        Land
                    ||Land Size::
                
                    6,879.66
                    
                        m||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::12840 Elk Run Parkway, Lot 21, Holly, MI 48442||",,
"2190 Spring Ridge Drive, Ann Arbor, MI 48103","
            
                USD $386,500 
            
            ",House,direction::Direction: Oak Valley to Silver Spring to Spring Ridge||,"Property Type::
                        House
                    ||Year Built::
                1997
            ||House Size::
                    
                        172.24
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Provider::
                Ann Arbor Market Center, Inc.
            ||Franchise::
                Keller Williams Realty
            ||County::
                Washtenaw
            ||Parcel ID::
                1206305118
            ||Neighbourhoods::AA SW Liberty to Mai||Address::2190 Spring Ridge Drive, Ann Arbor, MI 48103||",Fire Place::True||Hot Tub Spa::True||Floor Coverings::Carpet||,Basement::True||Skylight::True||Exterior Types::Stone||
"2140 Pauline Blvd   #105, Ann Arbor, MI 48103","
            
                USD $164,900 
            
            ",Apartment,direction::Direction: Proceed W on Pauline Blvd to N on S Maple. Take first R into Summit view Condo development. Continue straight into the development. Building 2140 is bldg in front of you.||,"Property Type::
                        Apartment
                    ||Year Built::
                1968
            ||House Size::
                    
                        108.98
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1 livingroom/||Architecture Style::Other||Provider::
                Coldwell Banker Weir Manuel
            ||County::
                Washtenaw
            ||Parcel ID::
                090931208280
            ||Neighbourhoods::AA SW Liberty to Mai||Address::2140 Pauline Blvd   #105, Ann Arbor, MI 48103||",Floor Coverings::Carpet||,Pool::True||Exterior Types::Brick||
"0 Arkona Road, Milan, MI 48160","
            
                USD $1,500,000 
            
            ",Land,"desc::18.53 acre parcel located adjacent to Milan's Dexter St business corridor.  One of the last remaining parcels available for commercial business opportunities on Milan's busy Dexter Street, with visibility from US 23.   2.54 acres are optioned out already for a new Milan fire station to be built at a later date.  Nearly 16 acres remaining for hotel, restaurant, strip mall, office building or all of the above mentioned.  Zoned PUD, this land can entertain all of these options.  Roughly 4 acres are already reserved as retention pond/storm water management area which are required for commercial use applications.  This is Milan's last remaining significant commercial land along US 23 and the Dexter Street corridor.  Seller is willing to sell all at once or divide up for the end user.  Contact Ed for all options. Owner is a licensed agent in the State of Michigan.||","Property Type::
                        Land
                    ||Land Size::
                
                    74,988.32
                    
                        m||Architecture Style::Other||Provider::
                Workhorse Realty LLC
            ||County::
                Washtenaw
            ||Parcel ID::
                19-19-26-400-005
            ||Neighbourhoods::Milan||Address::0 Arkona Road, Milan, MI 48160||",,
"2108 Pauline Boulevard, Ann Arbor, MI 48103","
            
                USD $135,000 
            
            ",Apartment,direction::Direction: Stadium to maple||,"Property Type::
                        Apartment
                    ||Year Built::
                1959
            ||House Size::
                    
                        85.75
                        
                            m||Rooms::2 bedrooms/1 bathroom/1  basement/||Architecture Style::Other||Provider::
                The More Group MI
            ||County::
                Washtenaw
            ||Parcel ID::
                09-09-31-208-120
            ||Neighbourhoods::AA SW Liberty to Mai||Address::2108 Pauline Boulevard, Ann Arbor, MI 48103||",Floor Coverings::Carpet||,Basement::True||Pool::True||Exterior Types::Brick and Wood||
"3089 School Lake Drive, Brighton, MI 48114","
            
                USD $465,000 
            
            ",House,direction::Direction: I96 to Spencer Rd Exit to Old US 23 North to School Lake Drive||,"Property Type::
                        House
                    ||Land Size::
                
                    1,104.79
                    
                        m||Year Built::
                1988
            ||Car Spaces::2||House Size::
                    
                        167.23
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Provider::
                Grand Rapids Market Center East
            ||Franchise::
                Keller Williams Realty
            ||County::
                Livingston
            ||Parcel ID::
                12-20-200-013
            ||Neighbourhoods::Brighton Twp||Address::3089 School Lake Drive, Brighton, MI 48114||",Fire Place::True||Roof Types::Composition Shingle||,Garden::True||Lawn::True||Patio::True||Porch::True||Water Front::True||Exterior Types::Aluminum Siding||
"3095 School Lake Drive, Brighton Township, MI 48114","
            
                USD $585,000 
            
            ",House,"desc::Amazing Lakefront Opportunity! Great Brick Ranch Home! Has space for everyone with two levels. Bedrooms, Bathrooms and Living Areas on each level and separate entry areas. Lot next door is also available for sale if you are looking for an amazing double lot for your new castle! Two car attached garage insulated. Lots of updates included roof, kitchen and bathroom. Wonderful easterly view makes for amazing sun rises. Seller has easy occupancy terms so purchase now and makes your plans for next summer. Huge wrap around deck makes it perfect for entertaining. Both side of dividing road have water so looking east or west you sit with amazing views. Great proximity to all expressways and award winning Brighton Schools.||","Property Type::
                        House
                    ||Land Size::
                
                    1,295.00
                    
                        m||Year Built::
                1972
            ||House Size::
                    
                        92.90
                        
                            m||Rooms::2 bedrooms/2 bathrooms/||Architecture Style::Other||Provider::
                NextHome, Inc
            ||Franchise::
                Realty World
            ||Address::3095 School Lake Drive, Brighton Township, MI 48114||",,Water Front::True||
"2141 Pauline Court, Ann Arbor, MI 48103","
            
                USD $280,000 
            
            ",Apartment,direction::Direction: Stadium to Pauline to Pauline Ct||,"Property Type::
                        Apartment
                    ||Year Built::
                1975
            ||House Size::
                    
                        127.09
                        
                            m||Rooms::2 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Provider::
                The Edward Surovell Company
            ||County::
                Washtenaw
            ||Parcel ID::
                09-09-31-204-038
            ||Neighbourhoods::AA SW Liberty to Mai||Address::2141 Pauline Court, Ann Arbor, MI 48103||",Floor Coverings::Carpet||,Basement::True||Exterior Types::Wood Siding||
"8075 Alyssa Drive, Brighton, MI 48116","
            
                USD $355,900 
            
            ",House,"direction::Direction: From South: From I-96 West, exit on US-23N to Whitmore Lake. Take Exit 53 from US-23N. Follow to Eight Mile Road, Lemen Road and West Michigan 36. Turn right onto Spicer Road. Community will be on your left.From North: Take US-23 South. Follow 23 South to M-36 E/W Michigan 36 East in Green Oak Township. Take Exit 54 from US-23 South. Turn right onto Spicer Road.  Community will be on your left.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        148.74
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1  basement/||Architecture Style::Other||Num Floors::1.0||Provider::
                MIHomes
            ||County::
                Livingston
            ||Subdivision::
                Green Oak Crossing
            ||Neighbourhoods::Green Oak Crossing||Address::8075 Alyssa Drive, Brighton, MI 48116||",,Basement::True||
"8075 Alyssa Drive, Brighton, MI 48116","
            
                USD $392,900 
            
            ",House,"direction::Direction: From South: From I-96 West, exit on US-23N to Whitmore Lake. Take Exit 53 from US-23N. Follow to Eight Mile Road, Lemen Road and West Michigan 36. Turn right onto Spicer Road. Community will be on your left.From North: Take US-23 South. Follow 23 South to M-36 E/W Michigan 36 East in Green Oak Township. Take Exit 54 from US-23 South. Turn right onto Spicer Road.  Community will be on your left.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        240.53
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1  basement/||Architecture Style::Other||Num Floors::2.0||Provider::
                MIHomes
            ||County::
                Livingston
            ||Subdivision::
                Green Oak Crossing
            ||Neighbourhoods::Green Oak Crossing||Address::8075 Alyssa Drive, Brighton, MI 48116||",,Basement::True||
