name,price,type,description,features_result,i_features_result,o_features_result
"4250 Hwy 231, Springdale, WA 99173","
            
                USD $125,000 
            
            ",Land,"desc::Land in country with immediate access to Hwy 231, septic installed, purged & certified. Well on property. A previous dwelling had burned down, the site hen cleaned and there will need to be new power to well and new water line installed. Power is at edge of property. Septic is purged and certified. Cleaned and cleared site with new fencing on side, creek on border and beautiful views across valley. Great area with lots of wildlife. On a plowed route for good access.||","Property Type::
                        Land
                    ||Land Size::
                
                    12,140.58
                    
                        m||Architecture Style::Other||View Types::Territorial||Provider::
                Real Estate Marketplace NW
            ||County::
                Stevens
            ||Parcel ID::
                2459300
            ||Address::4250 Hwy 231, Springdale, WA 99173||",,
"Xx Long Prairie, Valley, WA 99181","
            
                USD $170,000 
            
            ",Land,"direction::Direction: From highway 395, turn left onto HWY 292. As you enter Springdale, turn right onto WA-231. Turn left on Deer Creek Rd, and the lot starts at the corner of Deer Creek Rd and long Prairie Rd. Take a right on Long Prairie Rd, follow the next sign.||","Property Type::
                        Land
                    ||Land Size::
                
                    70,577.24
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Windermere Real Estate/Cornerstone
            ||County::
                Stevens
            ||Parcel ID::
                2484115
            ||Address::Xx Long Prairie, Valley, WA 99181||",,
"N Ritchey, Spokane, WA 99224","
            
                USD $170,000 
            
            ",Land,"desc::10 private acres conveniently located approximately 15 minutes from Airway Heights and 25 minutes to downtown Spokane. Property has sweeping views of the horizon. Great building locations for daylight basement with views or tucked in trees for privacy. There are very high producing wells in the area; the latest well drilled in 2021 on adjacent lots are producing 25+ gallons a minute. Lot has road frontage on Valeri Lane with power located at the edge of the property line. No easements through the property. Lot is ready to go for your custom dream home. If this lot doesn't fit your needs, there are multiple other lots available.||","Property Type::
                        Land
                    ||Land Size::
                
                    40,832.82
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Keller Williams Realty Spokane
            ||Franchise::
                Keller Williams Realty
            ||County::
                Spokane
            ||Parcel ID::
                06132.9048
            ||Address::N Ritchey, Spokane, WA 99224||",,
"N Ritchey, Spokane, WA 99224","
            
                USD $170,000 
            
            ",Land,"desc::10 private acres conveniently located approximately 15 minutes from Airway Heights and 25 minutes to downtown Spokane. Property has sweeping views of the horizon. Great building locations for daylight basement with views or tucked in trees for privacy. There are very high producing wells in the area; the latest well drilled in 2021 on adjacent lots are producing 25+ gallons a minute. Lot has road frontage on Valeri Lane with power located at the edge of the property line. No easements through the property. Lot is ready to go for your custom dream home. If this lot doesn't fit your needs, there are multiple other lots available.||","Property Type::
                        Land
                    ||Land Size::
                
                    40,873.29
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Keller Williams Realty Spokane
            ||Franchise::
                Keller Williams Realty
            ||County::
                Spokane
            ||Parcel ID::
                06132.9047
            ||Address::N Ritchey, Spokane, WA 99224||",,
"22025 W McFarlane, Medical Lake, WA 99022","
            
                USD $795,000 
            
            ",House,"direction::Direction: I-90 to Hwy 2, past Fairchild, Left on Brooks, Right on McFarlane Rd. 22025 on Left.   Blue and white address marker at roads edge.  House is set back down a treed drive.  House not visible from McFarlane Rd.||","Property Type::
                        House
                    ||Land Size::
                
                    40,468.60
                    
                        m||Year Built::
                1977
            ||House Size::
                    
                        182.09
                        
                            m||Rooms::3 bathrooms/1  basement/||Architecture Style::Other||View Types::Territorial||Provider::
                Real Estate Marketplace NW
            ||County::
                Spokane
            ||Parcel ID::
                05351.9024
            ||Address::22025 W McFarlane, Medical Lake, WA 99022||",Fire Place::True||Mother In Law::True||,Basement::True||Deck::True||Skylight::True||RV Parking::True||Exterior Types::Hardboard||
"HWY 231 #4, Springdale, WA 99173","
            
                USD $110,000 
            
            ",Land,direction::Direction: Head south on Hwy 231 from Springdale. Turn left on Norris Rd and head south to easement/sign. Lot 4 is located at the end.||,"Property Type::
                        Land
                    ||Land Size::
                
                    72,155.52
                    
                        m||Architecture Style::Other||Provider::
                Windermere Chewelah LLC
            ||Franchise::
                Windermere Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Address::HWY 231 #4, Springdale, WA 99173||",,
"Nna Wright's Mountain, Chewelah, WA 99109","
            
                USD $180,000 
            
            ",Land,"direction::Direction: From Chewelah go South on Hwy 395, Right on Quarry Browns Lake Rd, Left on Wrights Valley Rd, Left on dirt Rd (see aerial map).  From Spokane go North on Hwy 395, Left on Quarry Browns Lake Rd, Left on Wrights Valley Rd, Left on dirt Rd (see aerial map)||","Property Type::
                        Land
                    ||Land Size::
                
                    242,811.59
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                John L. Scott, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                2617001
            ||Address::Nna Wright's Mountain, Chewelah, WA 99109||",,
"Xx W Jacobs, Spokane, WA 99224","
            
                USD $110,000 
            
            ",Land,direction::Direction: From Hwy 2 turn North on Woods to Jacobs Rd (East)||,"Property Type::
                        Land
                    ||Land Size::
                
                    21,043.67
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Keller Williams Realty Spokane
            ||Franchise::
                Keller Williams Realty
            ||County::
                Spokane
            ||Parcel ID::
                06264.9046
            ||Address::Xx W Jacobs, Spokane, WA 99224||",,
"1194-g Williams Lake, Evans, WA 99126","
            
                USD $439,950 
            
            ",House,"desc::Gorgeous 1800 sq ft home located on beautiful 5 acres of land! This property is about 3 miles away from Columbia River featuring fishing and boating recreation (lake Roosevelt). This home is framed of 2x6 constructions with great insulation, boasts 3 bedrooms, 2 baths, office and dinette! Being freshly remodeled and updated, this home features new paint and flooring, an updated kitchen, and much more! other amenities include a woodstove and an underground cellar for food storage!     The exterior boasts a big 24x40 shop for parking and tools, custom gazebo for relaxation, orchard, mini farm, and so much more! The mini farm is perfect for your chickens, goats, horses, ect. There is also plenty of pasture for your animals. Orchard to include apples, pears, plums, cherries, walnuts, and Asian pears.       Possible owner financing with 150K down!||","Property Type::
                        House
                    ||Land Size::
                
                    20,234.30
                    
                        m||Year Built::
                1995
            ||House Size::
                    
                        167.23
                        
                            m||Rooms::3 bedrooms/1  basement/||Architecture Style::Other||View Types::Mountain||Provider::
                Kelly Right Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                2330575
            ||Address::1194-g Williams Lake, Evans, WA 99126||",,Basement::True||Patio::True||RV Parking::True||Exterior Types::Wood||
"101 W Shaffer, Springdale, WA 99173","
            
                USD $299,000 
            
            ",Other,direction::Direction: GPS.||,"Property Type::
                        Other
                    ||Land Size::
                
                    445.15
                    
                        m||Year Built::
                1903
            ||House Size::
                    
                        278.71
                        
                            m||Architecture Style::Other||Num Floors::2.0||Year Updated::2013||View Types::City||Provider::
                Prime Real Estate Group
            ||County::
                Stevens
            ||Subdivision::
                Springdale Commercial
            ||Parcel ID::
                0494800
            ||Address::101 W Shaffer, Springdale, WA 99173||",,Exterior Types::Brick||
"108 S Main, Springdale, WA 99173","
            
                USD $79,000 
            
            ",Land,"direction::Direction: Hwy 395 North, turn left onto Hwy 292. At the stop sign the property is directly ahead of you, when you reach Springdale.||","Property Type::
                        Land
                    ||Land Size::
                
                    2,832.80
                    
                        m||Architecture Style::Other||View Types::City||Provider::
                Real Estate Marketplace NW
            ||County::
                Stevens
            ||Parcel ID::
                0490900
            ||Address::108 S Main, Springdale, WA 99173||",,
"107 W Shaffer, Springdale, WA 99173","
            
                USD $235,000 
            
            ",Other,direction::Direction: GPS||,"Property Type::
                        Other
                    ||Land Size::
                
                    485.62
                    
                        m||Year Built::
                1900
            ||House Size::
                    
                        217.39
                        
                            m||Architecture Style::Other||Num Floors::1.0||View Types::City||Provider::
                Prime Real Estate Group
            ||County::
                Stevens
            ||Subdivision::
                Springdale Commercial
            ||Parcel ID::
                0494900
            ||Address::107 W Shaffer, Springdale, WA 99173||",,Exterior Types::Block||
"108 S Main, Springdale, WA 99173","
            
                USD $79,000 
            
            ",Other,"direction::Direction: Hwy 395 North, turn left onto Hwy 292. At the stop sign, property is on the corner of Hwy 231 and Hwy 292.||","Property Type::
                        Other
                    ||Land Size::
                
                    2,832.80
                    
                        m||Year Built::
                1900
            ||Architecture Style::Other||Provider::
                Real Estate Marketplace NW
            ||County::
                Stevens
            ||Parcel ID::
                0490900
            ||Address::108 S Main, Springdale, WA 99173||",,
"4594 Hwy 231, Springdale, WA 99173","
            
                USD $399,900 
            
            ",House,direction::Direction: Take 395 north to Hwy 292 towards Springdale. Take a left on Hwy 231 at the T. Home will be 5 miles down on the right.||,"Property Type::
                        House
                    ||Land Size::
                
                    40,468.60
                    
                        m||Year Built::
                1995
            ||House Size::
                    
                        141.96
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Year Updated::2020||View Types::Territorial||Provider::
                Professional Realty Services International
            ||County::
                Stevens
            ||Parcel ID::
                2472250
            ||Address::4594 Hwy 231, Springdale, WA 99173||",Roof Types::Metal||,Patio::True||RV Parking::True||
"1763 K 395 HWY, CHEWELAH, WA 99109","
            
                USD $109,900 
            
            ",Land,"direction::Direction: From Chewelah, head North on Hwy 395 for 4.9 miles and driveway is on the right. Enter driveway and stay left on main road. You will see entrance into lower flat about 100 yards up the road.||","Property Type::
                        Land
                    ||Land Size::
                
                    82,475.00
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                2637840
            ||Neighbourhoods::Middle County Southeast||Address::1763 K 395 HWY, CHEWELAH, WA 99109||",,
"TBD LOT B HIGHWAY 395, CHEWELAH, WA 99109","
            
                USD $125,000 
            
            ",Land,direction::Direction: Hwy 395 to just past Immel Rd on leftsee map||,"Property Type::
                        Land
                    ||Land Size::
                
                    40,468.60
                    
                        m||Architecture Style::Other||View Types::Valley||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Neighbourhoods::Middle County Southeast||Address::TBD LOT B HIGHWAY 395, CHEWELAH, WA 99109||",,
"3320 Long Prairie, Valley, WA 99181","
            
                USD $280,000 
            
            ",Land,direction::Direction: HWY 395 N TO HWY 292 WEST TO SPRINGDALE. NORTH ON HWY 231 TO DEER CREEK RD. W TO LONG PRAIRIE RD. N PAST BETTERIDGE TO ADDRESS AND SIGN.||,"Property Type::
                        Land
                    ||Land Size::
                
                    153,780.69
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Windermere Real Estate / Manito LLC
            ||County::
                Stevens
            ||Parcel ID::
                2561.000
            ||Address::3320 Long Prairie, Valley, WA 99181||",,
"Nka Cemetary, Springdale, WA 99173","
            
                USD $89,000 
            
            ",Land,direction::Direction: North on HWY-395. West on SR-292 for 5.9 miles. Left onto Main St. Right on Cemetery Rd. Land on left.||,"Property Type::
                        Land
                    ||Land Size::
                
                    34,317.37
                    
                        m||Architecture Style::Other||Provider::
                Keller Williams Realty Spokane
            ||Franchise::
                Keller Williams Realty
            ||County::
                Stevens
            ||Parcel ID::
                2447000
            ||Address::Nka Cemetary, Springdale, WA 99173||",,
"621 D ROCKY LAKE RD, COLVILLE, WA 99114","
            
                USD $1,500,000 
            
            ",House,"direction::Direction: From Colville, head East at round about to Hawthorn.  Follow to stop sign and turn RIGHT onto Minor.  At stop sign, turn LEFT onto Garden Homes/Graham Road.  Turn RIGHT onto Hotchkiss Road then RIGHT onto Rocky Lake Road.  Continue onto gravel road.  Follow Rocky Lake Road and keep left.  Road ends at home.||","Property Type::
                        House
                    ||Land Size::
                
                    30,675.20
                    
                        m||Year Built::
                1992
            ||House Size::
                    
                        278.71
                        
                            m||Rooms::3 bedrooms/4 bathrooms/||Architecture Style::Craftsman||Num Floors::2.0||View Types::Lake||Provider::
                RE/MAX Select Associates
            ||Franchise::
                RE/MAX International
            ||County::
                Stevens
            ||Parcel ID::
                2271637
            ||Neighbourhoods::Middle County Northwest||Address::621 D ROCKY LAKE RD, COLVILLE, WA 99114||",Celling Fan::True||Fire Place::True||Roof Types::Composition Shingle||,Dock::True||Vaulted Ceiling::True||Water Front::True||
"Xx W Jacobs, Spokane, WA 99224","
            
                USD $110,000 
            
            ",Land,direction::Direction: From Hwy 2 turn North on Woods to Jacobs Rd (East)||,"Property Type::
                        Land
                    ||Land Size::
                
                    20,638.99
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Keller Williams Realty Spokane
            ||Franchise::
                Keller Williams Realty
            ||County::
                Spokane
            ||Parcel ID::
                06264.9034
            ||Address::Xx W Jacobs, Spokane, WA 99224||",,
"280-lot 1 Rocky Lake, Colville, WA 99114","
            
                USD $175,000 
            
            ",Land,"direction::Direction: East on Hawthorne Street, turn right on Garden Homes Drive, right on Hotchkiss Road, then right on Rocky Lake Road. Watch for arrow sign it's the first driveway on the right, follow up and go through gate, start of land, surveyed, see map||","Property Type::
                        Land
                    ||Land Size::
                
                    52,487.77
                    
                        m||Architecture Style::Other||View Types::Territorial||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                2261501
            ||Address::280-lot 1 Rocky Lake, Colville, WA 99114||",,
"TBD LOT C HIGHWAY 395, CHEWELAH, WA 99109","
            
                USD $150,000 
            
            ",Land,"direction::Direction: Hwu 395 to just passed Immel Rd, easement road to back see map||","Property Type::
                        Land
                    ||Land Size::
                
                    24,685.85
                    
                        m||Architecture Style::Other||View Types::Valley||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Neighbourhoods::Middle County Southeast||Address::TBD LOT C HIGHWAY 395, CHEWELAH, WA 99109||",,Water Front::True||
"Tbd Immel, Chewelah, WA 99109","
            
                USD $195,000 
            
            ",Land,"direction::Direction: Hwy 395 to Immel Road, go left to property (see map)||","Property Type::
                        Land
                    ||Land Size::
                
                    20,234.30
                    
                        m||Architecture Style::Other||View Types::Territorial||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Address::Tbd Immel, Chewelah, WA 99109||",,
"TBD IMMEL RD, CHEWELAH, WA 99109","
            
                USD $150,000 
            
            ",Land,"direction::Direction: Hwy 395 to Immel Road, go left to property(see map).||","Property Type::
                        Land
                    ||Land Size::
                
                    20,234.30
                    
                        m||Architecture Style::Other||View Types::Valley||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Neighbourhoods::Middle County Southeast||Address::TBD IMMEL RD, CHEWELAH, WA 99109||",,Water Front::True||
"1631? BONANZA HILL RD, EVANS, WA 99126","
            
                USD $89,900 
            
            ",Land,"direction::Direction: From Colville: North on Williams Lake Rd.(10.7Mi.), Left on Evans Cutoff Rd. (2.1 Mi.) Right on Bonanza Hill Rd.From Kettle Falls: North on Hwy 25 (10.3Mi.), Right on Evans Cutoff (2.2Mi.). Left on Bonanza HIll Rd.Take Bonanza Hill Rd. up past mailboxes (end of county rd.) 1.8miles total to edge of property.||","Property Type::
                        Land
                    ||Land Size::
                
                    78,266.27
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Keller Williams Realty Colville
            ||Franchise::
                Keller Williams Realty
            ||County::
                Stevens
            ||Parcel ID::
                1953700
            ||Neighbourhoods::Middle County Northwest||Address::1631? BONANZA HILL RD, EVANS, WA 99126||",,
"870 8TH AVE, COLVILLE, WA 99114","
            
                USD $389,000 
            
            ",House,direction::Direction: Main St take 3rd st to up the hill towards high school turn left on Madison follow to 8th Ave turn left  home is on the corner of Alder and 8th||,"Property Type::
                        House
                    ||Land Size::
                
                    1,214.06
                    
                        m||Year Built::
                1935
            ||House Size::
                    
                        200.67
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Rambler||Num Floors::1.0||Provider::
                WESTERGARD REAL ESTATE
            ||County::
                Stevens
            ||Parcel ID::
                0036700
            ||Neighbourhoods::Colville||Address::870 8TH AVE, COLVILLE, WA 99114||",Security System::True||Sprinkler System::True||Roof Types::Metal||,
"Xx W Jacobs, Spokane, WA 99224","
            
                USD $110,000 
            
            ",Land,direction::Direction: From Hwy 2 turn North on Woods to Jacobs Rd (East)||,"Property Type::
                        Land
                    ||Land Size::
                
                    21,043.67
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Keller Williams Realty Spokane
            ||Franchise::
                Keller Williams Realty
            ||County::
                Spokane
            ||Parcel ID::
                06264.9035
            ||Address::Xx W Jacobs, Spokane, WA 99224||",,
"TBD-LOT A HIGHWAY 395, CHEWELAH, WA 99109","
            
                USD $275,000 
            
            ",Land,"direction::Direction: Hwy 395 to just passed Immel Rd on left, see map and barns||","Property Type::
                        Land
                    ||Land Size::
                
                    34,398.31
                    
                        m||Architecture Style::Other||View Types::Valley||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Neighbourhoods::Middle County Southeast||Address::TBD-LOT A HIGHWAY 395, CHEWELAH, WA 99109||",,Water Front::True||
"Tbd-lot B 395, Chewelah, WA 99109","
            
                USD $195,000 
            
            ",Land,"direction::Direction: Hwy 395 to just passed Immel Rd on left, see map||","Property Type::
                        Land
                    ||Land Size::
                
                    40,468.60
                    
                        m||Architecture Style::Other||View Types::Territorial||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Address::Tbd-lot B 395, Chewelah, WA 99109||",,
"18xx N 25 N, Evans, WA 99126","
            
                USD $2,100,000 
            
            ",Land,direction::Direction: Best access is from Evans Cutoff Rd by old Power Station with locked gate at the end of the County Rd||,"Property Type::
                        Land
                    ||Land Size::
                
                    3,480,299.50
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                see exhibit A
            ||Address::18xx N 25 N, Evans, WA 99126||",,
"240 N Alder, Colville, WA 99114","
            
                USD $335,000 
            
            ",House,"direction::Direction: From Colville, take 3rd Street East up to Alder Street. Turn Right on Alder and home is second on the left. See RE Sign.||","Property Type::
                        House
                    ||Land Size::
                
                    849.84
                    
                        m||Year Built::
                2000
            ||Rooms::3 bedrooms/||Architecture Style::Other||View Types::City||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                0082651
            ||Address::240 N Alder, Colville, WA 99114||",Fire Place::True||,Patio::True||Exterior Types::Vinyl Siding||
"240 ALDER ST, COLVILLE, WA 99114","
            
                USD $335,000 
            
            ",House,"direction::Direction: From Colville, take 3rd Street East up to Alder Street. Turn Right on Alder and home is second on the left. See RE Sign.||","Property Type::
                        House
                    ||Land Size::
                
                    849.84
                    
                        m||Year Built::
                2000
            ||House Size::
                    
                        132.67
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Rambler||Num Floors::1.0||View Types::City||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                0082651
            ||Neighbourhoods::Colville||Address::240 ALDER ST, COLVILLE, WA 99114||",Celling Fan::True||Roof Types::Composition Shingle||,Vaulted Ceiling::True||
"Tbd-lot A 395, Chewelah, WA 99109","
            
                USD $275,000 
            
            ",Land,"direction::Direction: Hwy 395 to just passed Immel Rd on left, see map and barns||","Property Type::
                        Land
                    ||Land Size::
                
                    34,398.31
                    
                        m||Architecture Style::Other||View Types::Territorial||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Address::Tbd-lot A 395, Chewelah, WA 99109||",,
"0000 RAIL CANYON RD, SPRINGDALE, WA 99173","
            
                USD $112,000 
            
            ",Land,"direction::Direction: West from Spokane on Francis St- turns to Hwy 291. Right on McAllister Rd at TumTum go to top of hill, go straight on Rail Canyon Rd- go to 5067 Rail Canyon bank of mailboxes. Take road to right & go to sign on the right (approx. .5 miles) from mailboxes.||","Property Type::
                        Land
                    ||Land Size::
                
                    161,874.41
                    
                        m||Architecture Style::Other||View Types::Mountain||Provider::
                WINDERMERE NORTH/DEER PARK
            ||County::
                Stevens
            ||Parcel ID::
                2431600
            ||Neighbourhoods::Southwest County||Address::0000 RAIL CANYON RD, SPRINGDALE, WA 99173||",,
"890 CEDAR ST, COLVILLE, WA 99114","
            
                USD $379,000 
            
            ",House,"direction::Direction: Head North on Main street, turn right onto seventh street, then take a left onto Cedar street.  The home will be on your right.||","Property Type::
                        House
                    ||Land Size::
                
                    1,133.12
                    
                        m||Year Built::
                1960
            ||House Size::
                    
                        214.05
                        
                            m||Rooms::5 bedrooms/2 bathrooms/||Architecture Style::Rambler||Num Floors::1.0||View Types::Territorial||Provider::
                American Real Estate Associates, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                0189800
            ||Neighbourhoods::Middle County Northwest||Address::890 CEDAR ST, COLVILLE, WA 99114||",Roof Types::Composition Shingle||,
"9110 N Rodenbough, Spokane, WA 99224","
            
                USD $150,000 
            
            ",Land,"desc::Gently rolling 10 acre parcel just 20 mins north of  Airway Heights and 30 mins from Spokane.   Property has 360 views, gorgeous sunsets from front of property and has a few trees on south side of property.  An old manufactured home sits on the property.  The value is in the land only.  Everything is set up to start anew! No long wait for well to be drilled, home is hooked up to an abundant 30 GPM well, power, and a septic system that was pumped in summer of 2020.  Centurylink Internet.  Showings need to be scheduled and buyers agent is to be present for all showings.  Seller will not do any repairs.||","Property Type::
                        Land
                    ||Land Size::
                
                    40,387.66
                    
                        m||Architecture Style::Other||Provider::
                Professional Realty Services International
            ||County::
                Spokane
            ||Subdivision::
                RNGE General NW
            ||Parcel ID::
                06232.9033
            ||Address::9110 N Rodenbough, Spokane, WA 99224||",,
"580 11TH AVE, COLVILLE, WA 99114","
            
                USD $749,000 
            
            ",House,direction::Direction: Cedar Street North to 11TH Ave. Home is on the left||,"Property Type::
                        House
                    ||Land Size::
                
                    5,463.26
                    
                        m||Year Built::
                1964
            ||House Size::
                    
                        371.61
                        
                            m||Rooms::5 bedrooms/5 bathrooms/||Architecture Style::Contemporary||Num Floors::1.0||View Types::City||Provider::
                Keller Williams Realty Colville
            ||Franchise::
                Keller Williams Realty
            ||County::
                Stevens
            ||Parcel ID::
                0118200
            ||Neighbourhoods::Colville||Address::580 11TH AVE, COLVILLE, WA 99114||",Roof Types::Metal||,Vaulted Ceiling::True||
"625 E 7th, Colville, WA 99114","
            
                USD $389,500 
            
            ",House,direction::Direction: Corner of E. 7th and N. Cedar||,"Property Type::
                        House
                    ||Land Size::
                
                    1,011.72
                    
                        m||Year Built::
                1965
            ||Rooms::4 bedrooms/1  basement/||Architecture Style::Other||View Types::City||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                0087500
            ||Address::625 E 7th, Colville, WA 99114||",Fire Place::True||,Basement::True||Patio::True||Green House::True||Exterior Types::Metal||
"625 7TH AVE, COLVILLE, WA 99114","
            
                USD $389,500 
            
            ",House,direction::Direction: Corner of E. 7th and N. Cedar||,"Property Type::
                        House
                    ||Land Size::
                
                    1,011.72
                    
                        m||Year Built::
                1965
            ||House Size::
                    
                        249.72
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Rambler||Num Floors::1.0||View Types::City||Provider::
                CENTURY 21 Kelly Davis, Inc.
            ||County::
                Stevens
            ||Parcel ID::
                0087500
            ||Neighbourhoods::Colville||Address::625 7TH AVE, COLVILLE, WA 99114||",Security System::True||Celling Fan::True||Fire Place::True||Roof Types::Composition Shingle||,Green House::True||
"Tbd-lot C 395, Chewelah, WA 99109","
            
                USD $195,000 
            
            ",Land,"direction::Direction: Hwy 395 to just passed Immel Rd, easement road to back see map||","Property Type::
                        Land
                    ||Land Size::
                
                    24,685.85
                    
                        m||Architecture Style::Other||View Types::Territorial||Provider::
                Century 21 Kelly Davis
            ||Franchise::
                Century 21 Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                TBD
            ||Address::Tbd-lot C 395, Chewelah, WA 99109||",,
"1018 MAPLE ST, COLVILLE, WA 99114","
            
                USD $169,999 
            
            ",House,direction::Direction: Main St North up the hill to right on 11th then right on maple. 2nd driveway on the left.||,"Property Type::
                        House
                    ||Land Size::
                
                    1,456.87
                    
                        m||Year Built::
                1956
            ||Car Spaces::2||House Size::
                    
                        201.79
                        
                            m||Rooms::3 bedrooms/2 bathrooms/1  basement/||Architecture Style::Contemporary||View Types::City||Provider::
                WESTERGARD REAL ESTATE
            ||County::
                Stevens
            ||Parcel ID::
                0117300
            ||Neighbourhoods::Colville||Address::1018 MAPLE ST, COLVILLE, WA 99114||",Sprinkler System::True||Roof Types::Composition Shingle||,Basement::True||
"33275 LAKEVIEW LN, VALLEY, WA 99181","
            
                USD $195,000 
            
            ",House,"direction::Direction: From Valley, head toward Waitts Lake Rd.  Right on Van Dissel Appr, left at the top, and up the hill to Lakeview Ln.  Left on Lakeview Ln to sign.||","Property Type::
                        House
                    ||Land Size::
                
                    1,861.56
                    
                        m||Year Built::
                1960
            ||House Size::
                    
                        106.65
                        
                            m||Rooms::2 bedrooms/1 bathroom/1  basement/||Architecture Style::Bungalow||Num Floors::1.0||View Types::Territorial||Provider::
                Professional Realty Services Intl.
            ||County::
                Stevens
            ||Parcel ID::
                0723500
            ||Neighbourhoods::Middle County Southeast||Address::33275 LAKEVIEW LN, VALLEY, WA 99181||",Hot Tub Spa::True||Roof Types::Metal||,Basement::True||Vaulted Ceiling::True||Water Front::True||
"407 6TH AVE, COLVILLE, WA 99114","
            
                USD $425,000 
            
            ",House,direction::Direction: S/W corner of 6th and Maple.||,"Property Type::
                        House
                    ||Land Size::
                
                    930.78
                    
                        m||Year Built::
                1910
            ||House Size::
                    
                        278.15
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Victorian||Num Floors::2.0||View Types::City||Provider::
                WINDERMERE KETTLE FALLS
            ||County::
                Stevens
            ||Parcel ID::
                0090300
            ||Neighbourhoods::Colville||Address::407 6TH AVE, COLVILLE, WA 99114||",Sprinkler System::True||Disabled Access::True||,
"415 CEDAR ST, COLVILLE, WA 99114","
            
                USD $250,000 
            
            ",Townhouse,"direction::Direction: East on Birch, right on Cedar. Look for sign.||","Property Type::
                        Townhouse
                    ||Land Size::
                
                    768.90
                    
                        m||Year Built::
                1957
            ||House Size::
                    
                        219.81
                        
                            m||Architecture Style::Contemporary||Provider::
                RE/MAX Select Associates
            ||Franchise::
                RE/MAX International
            ||County::
                Stevens
            ||Parcel ID::
                0025900
            ||Neighbourhoods::Colville||Address::415 CEDAR ST, COLVILLE, WA 99114||",Roof Types::Metal||,
"505 E ASTOR AVE, COLVILLE, WA 99114","
            
                USD $295,000 
            
            ",House,direction::Direction: Corner of Walnut and Astor.||,"Property Type::
                        House
                    ||Land Size::
                
                    445.15
                    
                        m||Year Built::
                1952
            ||House Size::
                    
                        163.32
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Rambler||Num Floors::1.0||View Types::City||Provider::
                Windermere Colville
            ||Franchise::
                Windermere Real Estate
            ||County::
                Stevens
            ||Parcel ID::
                0113800
            ||Neighbourhoods::Colville||Address::505 E ASTOR AVE, COLVILLE, WA 99114||",Roof Types::Metal||,
